"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"
"Ff_056","0.00","0.07","0.43","0.01","0.00","0.38","0.02","0.02","0.03","0.55","0.23","0.00","0.00","0.40","0.05","0.00"
"Ff_057","0.00","0.05","0.45","0.00","0.00","0.35","0.07","0.00","0.00","0.43","0.17","0.00","0.02","0.28","0.15","0.00"
"Ff_058","0.00","0.07","0.68","0.00","0.00","0.24","0.16","0.00","0.02","0.50","0.17","0.00","0.03","0.40","0.01","0.00"
"Ff_059","0.00","0.12","0.46","0.00","0.00","0.28","0.24","0.00","0.00","0.48","0.24","0.00","0.00","0.02","0.35","0.00"
"Ff_060","0.00","0.10","0.61","0.00","0.00","0.32","0.13","0.00","0.04","0.55","0.23","0.00","0.00","0.19","0.27","0.00"
"Ff_061","0.00","0.13","0.54","0.00","0.00","0.37","0.21","0.00","0.00","0.59","0.19","0.00","0.00","0.52","0.00","0.00"
"Ff_062","0.00","0.12","0.35","0.00","0.00","0.26","0.17","0.00","0.00","0.48","0.19","0.00","0.00","0.19","0.25","0.00"
"Ff_063","0.00","0.09","0.45","0.00","0.00","0.38","0.00","0.00","0.07","0.63","0.20","0.00","0.00","0.35","0.08","0.00"
"Ff_064","0.00","0.33","0.29","0.00","0.00","0.36","0.12","0.00","0.00","0.32","0.03","0.00","0.19","0.58","0.07","0.00"
"Ff_065","0.00","0.48","0.26","0.00","0.00","0.45","0.09","0.00","0.14","0.57","0.05","0.00","0.00","0.41","0.00","0.00"
"Ff_066","0.00","0.12","0.15","0.00","0.00","0.30","0.24","0.00","0.07","0.51","0.11","0.00","0.06","0.36","0.00","0.00"
"Ff_067","0.00","0.31","0.42","0.00","0.07","0.53","0.09","0.00","0.15","0.37","0.00","0.00","0.04","0.44","0.00","0.00"
"Ff_068","0.00","0.15","0.36","0.02","0.00","0.36","0.00","0.00","0.26","0.53","0.12","0.00","0.02","0.40","0.00","0.00"
"Ff_069","0.00","0.25","0.42","0.00","0.00","0.43","0.00","0.00","0.11","0.51","0.06","0.00","0.00","0.48","0.00","0.00"
"Ff_070","0.00","0.12","0.43","0.00","0.00","0.39","0.12","0.00","0.00","0.36","0.00","0.00","0.40","0.55","0.06","0.00"
"Ff_071","0.00","0.02","0.44","0.01","0.00","0.38","0.01","0.05","0.11","0.64","0.25","0.00","0.00","0.46","0.00","0.00"
"Ff_072","0.00","0.26","0.43","0.00","0.00","0.44","0.05","0.00","0.09","0.52","0.10","0.00","0.00","0.42","0.00","0.00"
"Ff_073","0.00","0.21","0.28","0.40","0.00","0.00","0.39","0.00","0.00","0.17","0.52","0.07","0.00","0.00","0.31","0.02"
"Ff_074","0.00","0.38","0.10","0.00","0.06","0.48","0.00","0.00","0.35","0.36","0.12","0.00","0.17","0.24","0.00","0.00"
"Ff_075","0.02","0.35","0.33","0.00","0.26","0.03","0.03","0.00","0.68","0.36","0.05","0.00","0.39","0.02","0.00","0.00"
"Ff_076","0.00","0.14","0.31","0.00","0.00","0.33","0.29","0.00","0.00","0.32","0.05","0.01","0.06","0.56","0.23","0.00"
"Ff_077","0.00","0.45","0.38","0.00","0.00","0.40","0.24","0.00","0.09","0.59","0.26","0.01","0.08","0.32","0.05","0.00"
"Ff_078","0.00","0.44","0.40","0.00","0.00","0.43","0.18","0.00","0.22","0.64","0.11","0.00","0.00","0.26","0.20","0.00"
"Ff_079","0.00","0.27","0.55","0.04","0.00","0.44","0.35","0.09","0.00","0.35","0.00","0.00","0.00","0.15","0.37","0.00"
"Ff_080","0.00","0.20","0.47","0.00","0.00","0.38","0.01","0.00","0.13","0.66","0.31","0.05","0.02","0.41","0.00","0.00"
"Ff_081","0.00","0.15","0.45","0.00","0.00","0.35","0.05","0.04","0.07","0.56","0.15","0.00","0.10","0.41","0.00","0.00"
"Ff_082","0.00","0.16","0.35","0.00","0.00","0.34","0.20","0.00","0.09","0.43","0.15","0.00","0.00","0.09","0.30","0.00"
"Ff_083","0.00","0.12","0.40","0.02","0.00","0.36","0.01","0.10","0.22","0.59","0.08","0.00","0.02","0.45","0.00","0.00"
"Ff_084","0.00","0.25","0.33","0.00","0.00","0.36","0.00","0.00","0.06","0.61","0.23","0.00","0.13","0.47","0.00","0.00"
"Ff_085","0.00","0.24","0.35","0.01","0.00","0.33","0.00","0.00","0.00","0.55","0.41","0.05","0.00","0.40","0.00","0.00"
"Ff_086","0.00","0.12","0.28","0.07","0.00","0.36","0.01","0.00","0.10","0.66","0.09","0.00","0.00","0.43","0.00","0.00"
"Ff_087","0.00","0.33","0.50","0.00","0.00","0.45","0.10","0.00","0.15","0.64","0.30","0.02","0.10","0.39","0.00","0.00"
"Ff_088","0.00","0.28","0.33","0.00","0.00","0.35","0.00","0.00","0.01","0.55","0.13","0.00","0.21","0.47","0.00","0.00"
"Ff_089","0.00","0.18","0.31","0.16","0.00","0.35","0.10","0.00","0.00","0.46","0.36","0.07","0.10","0.54","0.01","0.00"
"Ff_090","0.00","0.55","0.03","0.00","0.34","0.09","0.07","0.00","0.65","0.37","0.15","0.00","0.45","0.00","0.00","0.00"
"Ff_091","0.00","0.02","0.43","0.11","0.00","0.15","0.20","0.00","0.00","0.43","0.38","0.02","0.02","0.40","0.11","0.00"
"Ff_092","0.00","0.32","0.44","0.03","0.00","0.45","0.00","0.00","0.12","0.64","0.36","0.00","0.00","0.50","0.00","0.00"
"Ff_093","0.00","0.12","0.55","0.11","0.00","0.38","0.00","0.03","0.01","0.55","0.30","0.02","0.28","0.45","0.00","0.00"
"Ff_094","0.00","0.05","0.29","0.00","0.02","0.46","0.24","0.00","0.02","0.61","0.00","0.00","0.00","0.53","0.00","0.00"
"Ff_095","0.00","0.31","0.42","0.16","0.00","0.40","0.00","0.00","0.06","0.61","0.40","0.04","0.00","0.42","0.00","0.00"
"Ff_096","0.00","0.28","0.50","0.00","0.00","0.44","0.04","0.00","0.42","0.62","0.22","0.00","0.07","0.31","0.00","0.00"
"Ff_097","0.00","0.34","0.43","0.00","0.00","0.45","0.10","0.00","0.00","0.68","0.37","0.01","0.00","0.37","0.00","0.00"
"Ff_098","0.00","0.00","0.65","0.53","0.00","0.00","0.73","0.03","0.00","0.30","0.73","0.12","0.00","0.14","0.55","0.00"
"Ff_099","0.00","0.30","0.23","0.00","0.01","0.36","0.10","0.00","0.54","0.45","0.21","0.00","0.35","0.01","0.00","0.00"
"Ff_100","0.00","0.00","0.42","0.19","0.00","0.14","0.21","0.00","0.32","0.64","0.45","0.00","0.00","0.44","0.00","0.00"
"G_001","0.00","0.22","0.02","0.00","0.00","0.39","0.00","0.00","0.00","0.53","0.29","0.00","0.00","0.39","0.44","0.00"
"G_002","0.00","0.31","0.00","0.00","0.03","0.36","0.00","0.00","0.13","0.37","0.29","0.00","0.02","0.51","0.33","0.00"
"G_003","0.00","0.18","0.04","0.00","0.15","0.20","0.04","0.00","0.22","0.21","0.43","0.03","0.02","0.45","0.49","0.00"
"G_004","0.00","0.12","0.08","0.00","0.04","0.33","0.04","0.00","0.00","0.32","0.48","0.11","0.00","0.44","0.49","0.01"
"G_005","0.00","0.22","0.08","0.00","0.22","0.16","0.00","0.00","0.25","0.36","0.42","0.00","0.05","0.57","0.14","0.00"
"G_006","0.00","0.12","0.19","0.00","0.00","0.41","0.06","0.01","0.00","0.45","0.60","0.09","0.00","0.25","0.28","0.00"
"G_007","0.00","0.24","0.04","0.00","0.18","0.18","0.00","0.00","0.25","0.24","0.45","0.00","0.18","0.34","0.43","0.00"
"G_008","0.00","0.17","0.01","0.00","0.22","0.18","0.00","0.00","0.36","0.37","0.41","0.00","0.06","0.52","0.08","0.00"
"G_009","0.00","0.15","0.17","0.00","0.00","0.46","0.00","0.00","0.03","0.43","0.53","0.04","0.00","0.61","0.39","0.00"
"G_010","0.00","0.21","0.18","0.00","0.02","0.25","0.02","0.00","0.05","0.48","0.42","0.00","0.01","0.57","0.18","0.00"
"G_011","0.00","0.15","0.25","0.00","0.00","0.50","0.00","0.00","0.00","0.51","0.30","0.42","0.00","0.40","0.47","0.07"
"G_012","0.00","0.13","0.26","0.00","0.00","0.44","0.00","0.00","0.00","0.47","0.37","0.21","0.00","0.40","0.49","0.04"
"G_013","0.00","0.29","0.26","0.00","0.00","0.44","0.27","0.04","0.00","0.49","0.45","0.10","0.00","0.17","0.25","0.00"
"G_014","0.00","0.09","0.13","0.00","0.00","0.36","0.00","0.00","0.00","0.49","0.47","0.07","0.00","0.55","0.49","0.01"
"G_015","0.00","0.09","0.15","0.00","0.00","0.45","0.00","0.00","0.00","0.55","0.51","0.05","0.00","0.56","0.52","0.00"
"G_016","0.00","0.31","0.09","0.00","0.25","0.12","0.00","0.00","0.32","0.26","0.48","0.00","0.04","0.55","0.23","0.00"
"G_017","0.00","0.19","0.23","0.00","0.00","0.45","0.11","0.00","0.03","0.54","0.61","0.00","0.01","0.44","0.22","0.00"
"G_018","0.00","0.04","0.09","0.00","0.00","0.45","0.02","0.00","0.00","0.48","0.49","0.10","0.00","0.46","0.49","0.03"
"G_019","0.00","0.03","0.21","0.00","0.00","0.40","0.04","0.03","0.00","0.55","0.19","0.34","0.00","0.21","0.44","0.10"
"G_020","0.00","0.05","0.31","0.00","0.00","0.41","0.02","0.00","0.00","0.47","0.39","0.20","0.00","0.27","0.48","0.08"
"G_021","0.00","0.27","0.22","0.00","0.00","0.45","0.00","0.00","0.05","0.64","0.58","0.00","0.01","0.58","0.55","0.00"
"G_022","0.00","0.02","0.31","0.05","0.00","0.25","0.17","0.02","0.00","0.33","0.34","0.40","0.00","0.20","0.47","0.42"
"G_023","0.00","0.00","0.26","0.00","0.00","0.21","0.09","0.00","0.00","0.30","0.30","0.54","0.00","0.11","0.55","0.12"
"G_024","0.00","0.26","0.31","0.00","0.00","0.44","0.15","0.03","0.00","0.54","0.49","0.10","0.00","0.33","0.23","0.00"
"G_025","0.00","0.11","0.14","0.35","0.00","0.51","0.12","0.21","0.00","0.58","0.50","0.01","0.00","0.60","0.28","0.00"
"G_026","0.00","0.07","0.17","0.00","0.00","0.38","0.00","0.00","0.00","0.55","0.37","0.00","0.00","0.53","0.34","0.00"
"G_027","0.01","0.17","0.00","0.00","0.17","0.15","0.00","0.00","0.30","0.15","0.45","0.00","0.29","0.17","0.45","0.00"
"G_028","0.00","0.18","0.11","0.00","0.05","0.34","0.03","0.00","0.23","0.26","0.35","0.00","0.31","0.07","0.45","0.00"
"G_029","0.00","0.36","0.05","0.00","0.00","0.43","0.00","0.00","0.00","0.37","0.54","0.13","0.00","0.45","0.42","0.06"
"G_030","0.00","0.35","0.38","0.00","0.00","0.49","0.03","0.01","0.00","0.55","0.55","0.06","0.00","0.37","0.35","0.00"
"G_031","0.00","0.12","0.01","0.00","0.00","0.42","0.00","0.00","0.09","0.38","0.47","0.00","0.01","0.49","0.45","0.00"
"G_032","0.00","0.13","0.00","0.00","0.00","0.42","0.00","0.00","0.13","0.39","0.28","0.01","0.25","0.10","0.52","0.00"
"G_033","0.03","0.34","0.00","0.00","0.43","0.04","0.00","0.00","0.45","0.39","0.42","0.00","0.40","0.52","0.05","0.00"
"G_034","0.00","0.01","0.15","0.00","0.00","0.35","0.01","0.00","0.00","0.54","0.32","0.21","0.00","0.53","0.39","0.17"
"G_035","0.00","0.06","0.18","0.00","0.00","0.39","0.13","0.10","0.00","0.45","0.33","0.48","0.00","0.44","0.40","0.01"
"G_036","0.00","0.31","0.15","0.00","0.00","0.46","0.10","0.00","0.00","0.46","0.46","0.19","0.00","0.35","0.31","0.00"
"G_037","0.00","0.07","0.32","0.00","0.00","0.40","0.04","0.00","0.00","0.46","0.48","0.17","0.00","0.25","0.42","0.00"
"G_038","0.00","0.18","0.45","0.00","0.00","0.46","0.00","0.00","0.00","0.50","0.60","0.12","0.00","0.64","0.30","0.00"
"G_039","0.00","0.32","0.32","0.00","0.01","0.42","0.00","0.00","0.05","0.46","0.64","0.00","0.00","0.59","0.27","0.00"
"G_040","0.00","0.21","0.15","0.00","0.12","0.29","0.00","0.00","0.29","0.30","0.59","0.00","0.03","0.60","0.24","0.00"
"G_041","0.00","0.32","0.17","0.00","0.00","0.43","0.34","0.08","0.00","0.38","0.18","0.21","0.00","0.35","0.34","0.00"
"G_042","0.00","0.18","0.14","0.00","0.00","0.43","0.00","0.00","0.00","0.52","0.45","0.03","0.00","0.49","0.34","0.00"
"G_043","0.02","0.22","0.00","0.00","0.35","0.03","0.06","0.00","0.47","0.33","0.51","0.00","0.29","0.48","0.04","0.00"
"G_044","0.00","0.11","0.13","0.00","0.00","0.45","0.00","0.00","0.00","0.48","0.51","0.01","0.00","0.55","0.45","0.00"
"G_045","0.00","0.31","0.01","0.00","0.04","0.32","0.14","0.01","0.22","0.22","0.49","0.04","0.07","0.56","0.31","0.00"
"G_046","0.02","0.36","0.00","0.00","0.27","0.06","0.04","0.00","0.46","0.14","0.62","0.00","0.45","0.44","0.11","0.00"
"G_047","0.00","0.12","0.25","0.00","0.00","0.42","0.00","0.00","0.00","0.52","0.51","0.17","0.00","0.59","0.50","0.02"
"G_048","0.00","0.22","0.14","0.00","0.00","0.51","0.29","0.13","0.00","0.51","0.41","0.11","0.00","0.31","0.20","0.00"
"G_049","0.00","0.38","0.08","0.00","0.32","0.09","0.07","0.00","0.50","0.18","0.57","0.00","0.39","0.40","0.21","0.00"
"G_050","0.00","0.36","0.17","0.00","0.09","0.29","0.26","0.23","0.20","0.17","0.40","0.10","0.02","0.57","0.43","0.00"
"G_051","0.00","0.27","0.21","0.00","0.00","0.36","0.00","0.00","0.00","0.46","0.38","0.00","0.00","0.49","0.51","0.00"
"G_052","0.00","0.17","0.00","0.00","0.14","0.17","0.00","0.00","0.35","0.02","0.38","0.04","0.24","0.43","0.50","0.01"
"G_053","0.00","0.00","0.00","0.00","0.00","0.27","0.00","0.00","0.00","0.45","0.27","0.25","0.00","0.52","0.46","0.04"
"G_054","0.00","0.35","0.19","0.00","0.00","0.40","0.14","0.01","0.00","0.44","0.40","0.26","0.00","0.17","0.11","0.00"
"G_055","0.00","0.04","0.28","0.00","0.00","0.45","0.01","0.00","0.00","0.46","0.25","0.34","0.00","0.52","0.36","0.20"
"G_056","0.02","0.07","0.00","0.00","0.34","0.01","0.00","0.00","0.44","0.26","0.17","0.00","0.33","0.44","0.21","0.00"
"G_057","0.05","0.00","0.00","0.00","0.22","0.02","0.22","0.00","0.27","0.08","0.38","0.10","0.06","0.57","0.35","0.00"
"G_058","0.00","0.02","0.26","0.00","0.00","0.38","0.01","0.00","0.00","0.43","0.31","0.02","0.00","0.60","0.40","0.00"
"G_059","0.00","0.00","0.00","0.00","0.00","0.13","0.17","0.00","0.00","0.47","0.31","0.00","0.00","0.52","0.47","0.04"
"G_060","0.00","0.07","0.03","0.00","0.00","0.30","0.01","0.00","0.00","0.45","0.11","0.00","0.00","0.49","0.51","0.00"
"G_061","0.00","0.21","0.04","0.00","0.02","0.36","0.00","0.00","0.21","0.22","0.43","0.00","0.07","0.48","0.40","0.00"
"G_062","0.00","0.25","0.00","0.00","0.07","0.25","0.00","0.00","0.21","0.30","0.43","0.00","0.02","0.58","0.36","0.00"
"G_063","0.00","0.14","0.16","0.00","0.00","0.48","0.00","0.00","0.00","0.46","0.35","0.33","0.00","0.53","0.31","0.08"
"G_064","0.00","0.32","0.26","0.00","0.00","0.47","0.15","0.07","0.00","0.53","0.45","0.22","0.00","0.28","0.40","0.00"
"G_065","0.00","0.10","0.00","0.00","0.02","0.30","0.00","0.00","0.21","0.23","0.43","0.00","0.05","0.49","0.46","0.00"
"G_066","0.00","0.16","0.16","0.00","0.00","0.42","0.00","0.00","0.00","0.48","0.40","0.29","0.00","0.40","0.50","0.06"
"G_067","0.00","0.00","0.00","0.00","0.05","0.43","0.01","0.00","0.17","0.38","0.29","0.00","0.02","0.57","0.46","0.00"
"G_068","0.00","0.12","0.00","0.00","0.16","0.18","0.06","0.00","0.40","0.11","0.57","0.00","0.23","0.50","0.17","0.00"
"G_069","0.00","0.05","0.00","0.00","0.12","0.37","0.00","0.00","0.31","0.05","0.50","0.06","0.07","0.53","0.43","0.00"
"G_070","0.00","0.17","0.00","0.00","0.00","0.30","0.12","0.00","0.00","0.45","0.45","0.14","0.00","0.48","0.36","0.00"
"G_071","0.00","0.09","0.00","0.00","0.02","0.41","0.00","0.00","0.19","0.15","0.61","0.00","0.02","0.52","0.40","0.00"
"G_072","0.00","0.07","0.00","0.00","0.05","0.30","0.00","0.00","0.15","0.31","0.43","0.01","0.00","0.58","0.46","0.02"
"G_073","0.02","0.10","0.00","0.00","0.30","0.02","0.18","0.00","0.40","0.05","0.41","0.05","0.12","0.53","0.44","0.00"
"G_074","0.00","0.07","0.00","0.00","0.00","0.36","0.00","0.00","0.00","0.54","0.35","0.41","0.00","0.51","0.41","0.15"
"G_075","0.00","0.08","0.00","0.00","0.00","0.40","0.00","0.00","0.00","0.46","0.52","0.04","0.00","0.63","0.45","0.00"
"G_076","0.00","0.24","0.22","0.00","0.00","0.39","0.00","0.00","0.00","0.49","0.20","0.00","0.00","0.47","0.45","0.00"
"G_077","0.02","0.14","0.00","0.00","0.23","0.03","0.00","0.00","0.25","0.28","0.23","0.00","0.05","0.55","0.22","0.00"
"G_078","0.00","0.21","0.02","0.00","0.00","0.32","0.00","0.00","0.00","0.36","0.40","0.04","0.00","0.49","0.49","0.01"
"G_079","0.01","0.04","0.00","0.00","0.27","0.00","0.00","0.00","0.42","0.25","0.09","0.00","0.43","0.28","0.24","0.00"
"G_080","0.00","0.28","0.00","0.00","0.07","0.27","0.00","0.00","0.11","0.41","0.42","0.00","0.00","0.50","0.45","0.00"
"G_081","0.00","0.12","0.00","0.00","0.29","0.05","0.00","0.00","0.42","0.13","0.30","0.00","0.26","0.42","0.25","0.00"
"G_082","0.00","0.30","0.24","0.00","0.00","0.34","0.02","0.00","0.00","0.46","0.67","0.00","0.00","0.33","0.21","0.00"
"G_083","0.00","0.06","0.00","0.00","0.00","0.40","0.03","0.00","0.00","0.38","0.40","0.11","0.00","0.45","0.49","0.08"
"G_084","0.00","0.06","0.00","0.00","0.19","0.02","0.00","0.00","0.39","0.22","0.43","0.00","0.24","0.46","0.08","0.00"
"G_085","0.00","0.16","0.00","0.00","0.00","0.27","0.00","0.00","0.00","0.55","0.44","0.00","0.00","0.56","0.27","0.00"
"G_086","0.05","0.00","0.00","0.00","0.25","0.03","0.00","0.00","0.40","0.30","0.31","0.00","0.17","0.45","0.01","0.00"
"G_087","0.00","0.15","0.21","0.00","0.00","0.44","0.05","0.00","0.00","0.47","0.50","0.03","0.00","0.45","0.36","0.00"
"G_088","0.00","0.38","0.21","0.00","0.15","0.39","0.18","0.06","0.19","0.28","0.59","0.05","0.02","0.48","0.09","0.00"
"G_089","0.00","0.02","0.13","0.00","0.02","0.41","0.06","0.00","0.10","0.27","0.40","0.03","0.02","0.55","0.47","0.03"
"G_090","0.00","0.12","0.07","0.00","0.00","0.44","0.01","0.00","0.00","0.42","0.47","0.02","0.00","0.45","0.45","0.00"
"G_091","0.00","0.17","0.00","0.00","0.00","0.34","0.00","0.00","0.00","0.50","0.58","0.03","0.00","0.46","0.38","0.00"
"G_092","0.00","0.24","0.00","0.00","0.18","0.24","0.35","0.08","0.38","0.00","0.40","0.00","0.15","0.45","0.12","0.00"
"G_093","0.00","0.40","0.14","0.00","0.13","0.16","0.00","0.00","0.31","0.13","0.49","0.00","0.06","0.48","0.17","0.00"
"G_094","0.00","0.05","0.00","0.00","0.28","0.02","0.04","0.00","0.37","0.33","0.47","0.00","0.29","0.40","0.01","0.00"
"G_095","0.09","0.12","0.00","0.00","0.43","0.31","0.40","0.00","0.43","0.05","0.41","0.00","0.34","0.41","0.02","0.00"
"G_096","0.00","0.25","0.19","0.00","0.02","0.36","0.02","0.00","0.25","0.23","0.54","0.00","0.03","0.54","0.25","0.00"
"G_097","0.00","0.03","0.07","0.00","0.00","0.44","0.04","0.00","0.00","0.52","0.46","0.24","0.00","0.44","0.36","0.00"
"G_098","0.00","0.00","0.24","0.00","0.00","0.29","0.07","0.03","0.00","0.49","0.33","0.42","0.00","0.30","0.47","0.04"
"G_099","0.00","0.02","0.00","0.00","0.11","0.22","0.00","0.00","0.33","0.25","0.50","0.00","0.38","0.43","0.26","0.00"
"G_100","0.00","0.10","0.19","0.00","0.00","0.44","0.22","0.00","0.00","0.54","0.19","0.25","0.00","0.21","0.38","0.00"
"Gg_001","0.00","0.00","0.00","0.00","0.00","0.13","0.11","0.00","0.00","0.28","0.44","0.01","0.00","0.07","0.40","0.25"
"Gg_002","0.00","0.00","0.00","0.00","0.00","0.24","0.22","0.00","0.00","0.40","0.57","0.00","0.00","0.02","0.33","0.25"
"Gg_003","0.00","0.02","0.00","0.00","0.11","0.37","0.04","0.00","0.07","0.45","0.49","0.00","0.00","0.41","0.62","0.00"
"Gg_004","0.00","0.00","0.00","0.00","0.00","0.37","0.35","0.00","0.00","0.46","0.66","0.07","0.00","0.03","0.67","0.23"
"Gg_005","0.00","0.00","0.00","0.00","0.00","0.35","0.45","0.00","0.00","0.50","0.69","0.00","0.00","0.35","0.67","0.21"
"Gg_006","0.00","0.00","0.00","0.00","0.05","0.38","0.16","0.00","0.05","0.49","0.38","0.00","0.00","0.46","0.53","0.00"
"Gg_007","0.00","0.00","0.00","0.00","0.12","0.38","0.27","0.00","0.05","0.37","0.54","0.00","0.00","0.18","0.64","0.02"
"Gg_008","0.00","0.00","0.00","0.00","0.00","0.36","0.24","0.00","0.03","0.55","0.56","0.00","0.00","0.50","0.60","0.04"
"Gg_009","0.00","0.00","0.00","0.00","0.08","0.40","0.50","0.00","0.06","0.28","0.56","0.10","0.00","0.32","0.60","0.07"
"Gg_010","0.00","0.02","0.00","0.00","0.15","0.41","0.19","0.00","0.06","0.31","0.62","0.00","0.00","0.51","0.52","0.02"
"Gg_011","0.00","0.00","0.00","0.00","0.15","0.44","0.00","0.00","0.43","0.63","0.39","0.00","0.28","0.15","0.55","0.00"
"Gg_012","0.00","0.00","0.00","0.00","0.02","0.43","0.26","0.00","0.08","0.65","0.68","0.00","0.00","0.49","0.55","0.00"
"Gg_013","0.00","0.00","0.00","0.00","0.00","0.44","0.42","0.00","0.00","0.48","0.76","0.05","0.00","0.53","0.64","0.00"
"Gg_014","0.00","0.00","0.00","0.00","0.00","0.35","0.25","0.00","0.00","0.61","0.75","0.05","0.00","0.45","0.52","0.05"
"Gg_015","0.00","0.00","0.00","0.00","0.03","0.40","0.20","0.00","0.18","0.57","0.54","0.00","0.00","0.54","0.60","0.00"
"Gg_016","0.00","0.00","0.00","0.00","0.00","0.34","0.40","0.00","0.00","0.25","0.72","0.00","0.00","0.32","0.69","0.08"
"Gg_017","0.00","0.00","0.00","0.00","0.10","0.56","0.00","0.00","0.27","0.57","0.45","0.00","0.00","0.63","0.38","0.00"
"Gg_018","0.00","0.00","0.00","0.00","0.02","0.50","0.38","0.07","0.14","0.67","0.65","0.00","0.00","0.47","0.60","0.00"
"Gg_019","0.00","0.00","0.00","0.00","0.00","0.35","0.28","0.00","0.00","0.50","0.55","0.00","0.00","0.35","0.53","0.00"
"Gg_020","0.00","0.00","0.00","0.00","0.00","0.44","0.41","0.07","0.00","0.48","0.58","0.00","0.00","0.22","0.68","0.00"
"Gg_021","0.00","0.00","0.00","0.00","0.00","0.37","0.41","0.00","0.00","0.56","0.70","0.00","0.00","0.45","0.60","0.00"
"Gg_022","0.00","0.00","0.00","0.00","0.00","0.22","0.58","0.18","0.00","0.28","0.72","0.21","0.00","0.00","0.64","0.25"
"Gg_023","0.00","0.00","0.00","0.00","0.00","0.15","0.31","0.11","0.00","0.50","0.65","0.26","0.00","0.00","0.71","0.20"
"Gg_024","0.00","0.00","0.02","0.00","0.00","0.47","0.57","0.11","0.02","0.42","0.72","0.00","0.00","0.33","0.56","0.00"
"Gg_025","0.00","0.00","0.00","0.00","0.00","0.41","0.37","0.14","0.06","0.52","0.72","0.03","0.00","0.45","0.66","0.00"
"Gg_026","0.00","0.00","0.17","0.00","0.00","0.42","0.51","0.00","0.00","0.26","0.68","0.00","0.00","0.23","0.72","0.22"
"Gg_027","0.00","0.00","0.02","0.00","0.00","0.31","0.55","0.00","0.00","0.51","0.60","0.12","0.00","0.34","0.57","0.07"
"Gg_028","0.00","0.00","0.00","0.00","0.01","0.55","0.06","0.00","0.21","0.66","0.44","0.00","0.03","0.52","0.54","0.00"
"Gg_029","0.00","0.00","0.00","0.02","0.00","0.00","0.54","0.29","0.00","0.01","0.60","0.36","0.00","0.00","0.45","0.45"
"Gg_030","0.00","0.00","0.00","0.00","0.00","0.09","0.37","0.07","0.00","0.43","0.55","0.19","0.00","0.00","0.55","0.46"
"Gg_031","0.00","0.00","0.00","0.00","0.01","0.39","0.10","0.00","0.25","0.42","0.49","0.00","0.00","0.56","0.52","0.00"
"Gg_032","0.00","0.00","0.05","0.00","0.00","0.26","0.26","0.00","0.00","0.40","0.56","0.00","0.00","0.56","0.58","0.00"
"Gg_033","0.00","0.00","0.00","0.00","0.00","0.17","0.56","0.00","0.00","0.50","0.69","0.03","0.00","0.25","0.72","0.02"
